DSAMP,PLOT,CHAMBER,TIME_POINT,time,fertilization,irrigation,N2O_ppm,N2O_umol_per_L,flux_nmol_m2_per_s
6/21/22,18,18,3,2400,CONFYM,drought,0.370160038,0.014544948,
6/21/22,18,18,4,3600,CONFYM,drought,0.381676723,0.014997481,
6/21/22,19,19,1,0,CONFYM,control,0.355005664,0.014052893,0.000
6/21/22,19,19,2,1200,CONFYM,control,0.348061784,0.01377802,
6/21/22,19,19,3,2400,CONFYM,control,0.354237161,0.014022472,
6/21/22,19,19,4,3600,CONFYM,control,0.352859769,0.013967948,
6/21/22,20,20,1,0,CONFYM,drought,0.343106229,0.013481904,0.045
6/21/22,20,20,2,1200,CONFYM,drought,0.350417068,0.013769174,
6/21/22,20,20,3,2400,CONFYM,drought,0.355389932,0.013964576,
6/21/22,20,20,4,3600,CONFYM,drought,0.362265148,0.014234729,
6/21/22,21,21,1,0,BIODYN,control,0.339122901,0.013424174,0.010
6/21/22,21,21,2,1200,BIODYN,control,0.342331192,0.013551175,
6/21/22,21,21,3,2400,BIODYN,control,0.343794385,0.013609095,
6/21/22,21,21,4,3600,BIODYN,control,0.343055524,0.013579847,
6/21/22,22,22,1,0,BIODYN,drought,0.34087541,0.013394247,0.048
6/21/22,22,22,2,1200,BIODYN,drought,0.35185219,0.013825565,
6/21/22,22,22,3,2400,BIODYN,drought,0.351736215,0.013821008,
6/21/22,22,22,4,3600,BIODYN,drought,0.361351148,0.014198814,
6/21/22,23,23,1,0,CONMIN,control,0.343395974,0.013593324,0.067
6/21/22,23,23,2,1200,CONMIN,control,0.355890223,0.014087909,
6/21/22,23,23,3,2400,CONMIN,control,0.36593628,0.014485582,
6/21/22,23,23,4,3600,CONMIN,control,0.371655359,0.014711971,
6/21/22,24,24,1,0,CONMIN,drought,0.347112545,0.013639327,0.040
6/21/22,24,24,2,1200,CONMIN,drought,0.352729287,0.01386003,
6/21/22,24,24,3,2400,CONMIN,drought,0.357695778,0.014055181,
6/21/22,24,24,4,3600,CONMIN,drought,0.362910788,0.014260098,
6/28/22,1,1,1,0,CONMIN,control,0.380141162,0.015332048,0.205
6/28/22,1,1,2,1200,CONMIN,control,0.394707038,0.015919526,
6/28/22,1,1,3,2400,CONMIN,control,0.426185808,0.017189144,
6/28/22,1,1,4,3600,CONMIN,control,0.457143799,0.018437757,
6/28/22,2,2,1,0,CONMIN,drought,0.369243661,0.014867001,0.029
6/28/22,2,2,2,1200,CONMIN,drought,0.37397436,0.015057475,
6/28/22,2,2,3,2400,CONMIN,drought,0.374975598,0.015097788,
6/28/22,2,2,4,3600,CONMIN,drought,0.381222106,0.015349294,
6/28/22,3,3,1,0,BIODYN,control,0.362829083,0.014633808,0.030
6/28/22,3,3,2,1200,BIODYN,control,0.364715791,0.014709904,
6/28/22,3,3,3,2400,BIODYN,control,0.370404601,0.014939348,
6/28/22,3,3,4,3600,BIODYN,control,0.373589822,0.015067816,
6/28/22,4,4,1,0,BIODYN,drought,0.363286252,0.014627136,0.013
6/28/22,4,4,2,1200,BIODYN,drought,0.365172947,0.0147031,
6/28/22,4,4,3,2400,BIODYN,drought,0.367328063,0.014789873,
6/28/22,4,4,4,3600,BIODYN,drought,0.368343918,0.014830775,
6/28/22,5,5,1,0,CONFYM,control,0.361733315,0.014589613,0.058
6/28/22,5,5,2,1200,CONFYM,control,0.371623566,0.014988512,
6/28/22,5,5,3,2400,CONFYM,control,0.377536667,0.015227002,
6/28/22,5,5,4,3600,CONFYM,control,0.386807911,0.015600934,
6/28/22,6,6,1,0,CONFYM,drought,0.363990141,0.014655477,0.059
6/28/22,6,6,2,1200,CONFYM,drought,0.373829252,0.015051633,
6/28/22,6,6,3,2400,CONFYM,drought,0.380881139,0.015335566,
6/28/22,6,6,4,3600,CONFYM,drought,0.386938483,0.015579455,
6/28/22,7,7,1,0,CONFYM,control,0.367037816,0.014803557,0.007
6/28/22,7,7,2,1200,CONFYM,control,0.368801047,0.014874672,
6/28/22,7,7,3,2400,CONFYM,control,0.368917143,0.014879355,
6/28/22,7,7,4,3600,CONFYM,control,0.369976507,0.014922081,
6/28/22,8,8,1,0,CONFYM,drought,0.365143921,0.014701932,0.044
6/28/22,8,8,2,1200,CONFYM,drought,0.369758831,0.014887744,
6/28/22,8,8,3,2400,CONFYM,drought,0.378030005,0.015220769,
6/28/22,8,8,4,3600,CONFYM,drought,0.382702028,0.015408881,
6/28/22,9,9,1,0,CONMIN,control,0.362937933,0.014638198,0.056
6/28/22,9,9,2,1200,CONMIN,control,0.367306295,0.014814385,
6/28/22,9,9,3,2400,CONMIN,control,0.37425732,0.015094737,
6/28/22,9,9,4,3600,CONMIN,control,0.384711476,0.01551638,
6/28/22,10,10,1,0,CONMIN,drought,0.377362546,0.015193895,-0.005
6/28/22,10,10,2,1200,CONMIN,drought,0.367248245,0.014786659,
6/28/22,10,10,3,2400,CONMIN,drought,0.368989702,0.014856776,
6/28/22,10,10,4,3600,CONMIN,drought,0.374424194,0.015075587,
6/28/22,11,11,1,0,BIODYN,control,0.363924832,0.014678002,0.026
6/28/22,11,11,2,1200,BIODYN,control,0.36811898,0.014847163,
6/28/22,11,11,3,2400,BIODYN,control,0.372661118,0.015030359,
6/28/22,11,11,4,3600,BIODYN,control,0.373539034,0.015065767,
6/28/22,12,12,1,0,BIODYN,drought,0.365093126,0.014699887,0.022
6/28/22,12,12,2,1200,BIODYN,drought,0.36582602,0.014729395,
6/28/22,12,12,3,2400,BIODYN,drought,0.368460014,0.014835449,
6/28/22,12,12,4,3600,BIODYN,drought,0.373967105,0.015057183,
6/28/22,13,13,1,0,BIODYN,control,0.360935061,0.014557417,0.022
6/28/22,13,13,2,1200,BIODYN,control,0.360151311,0.014525807,
6/28/22,13,13,3,2400,BIODYN,control,0.364280402,0.014692343,
6/28/22,13,13,4,3600,BIODYN,control,0.369417803,0.014899548,
6/28/22,14,14,1,0,BIODYN,drought,0.359411093,0.014471109,0.023
6/28/22,14,14,2,1200,BIODYN,drought,0.365056844,0.014698426,
6/28/22,14,14,3,2400,BIODYN,drought,0.366152554,0.014742543,
6/28/22,14,14,4,3600,BIODYN,drought,0.368844583,0.014850933,
6/28/22,15,15,1,0,CONMIN,control,0.360144054,0.014525514,0.039
6/28/22,15,15,2,1200,CONMIN,control,0.366769336,0.014792728,
6/28/22,15,15,3,2400,CONMIN,control,0.372349129,0.015017775,
6/28/22,15,15,4,3600,CONMIN,control,0.376687825,0.015192766,
6/28/22,16,16,1,0,CONMIN,drought,0.363859523,0.014650218,0.029
6/28/22,16,16,2,1200,CONMIN,drought,0.369628225,0.014882485,
6/28/22,16,16,3,2400,CONMIN,drought,0.368742999,0.014846843,
6/28/22,16,16,4,3600,CONMIN,drought,0.376702335,0.015167313,
6/28/22,17,17,1,0,CONFYM,control,0.359948114,0.014517611,0.047
6/28/22,17,17,2,1200,CONFYM,control,0.367712639,0.014830774,
6/28/22,17,17,3,2400,CONFYM,control,0.37638311,0.015180476,
6/28/22,17,17,4,3600,CONFYM,control,0.378907849,0.015282305,
6/28/22,18,18,1,0,CONFYM,drought,0.365042331,0.014697841,0.093
6/28/22,18,18,2,1200,CONFYM,drought,0.382781827,0.015412094,
6/28/22,18,18,3,2400,CONFYM,drought,0.394532963,0.015885234,
6/28/22,18,18,4,3600,CONFYM,drought,0.404606855,0.016290843,
6/28/22,19,19,1,0,CONFYM,control,0.375606806,0.015149166,0.062
6/28/22,19,19,2,1200,CONFYM,control,0.374736173,0.015114051,
6/28/22,19,19,3,2400,CONFYM,control,0.38444307,0.015505554,
6/28/22,19,19,4,3600,CONFYM,control,0.399319877,0.016105573,
6/28/22,20,20,1,0,CONFYM,drought,0.364447302,0.014673884,0.024
6/28/22,20,20,2,1200,CONFYM,drought,0.371050365,0.014939745,
6/28/22,20,20,3,2400,CONFYM,drought,0.371746912,0.014967791,
6/28/22,20,20,4,3600,CONFYM,drought,0.375156981,0.015105092,
6/28/22,21,21,1,0,BIODYN,control,0.359563491,0.014502098,0.023
6/28/22,21,21,2,1200,BIODYN,control,0.361522867,0.014581125,
6/28/22,21,21,3,2400,BIODYN,control,0.363743418,0.014670685,
6/28/22,21,21,4,3600,BIODYN,control,0.369171101,0.014889597,
6/28/22,22,22,1,0,BIODYN,drought,0.361203565,0.01454328,0.055
6/28/22,22,22,2,1200,BIODYN,drought,0.370963296,0.01493624,
6/28/22,22,22,3,2400,BIODYN,drought,0.377413331,0.01519594,
6/28/22,22,22,4,3600,BIODYN,drought,0.382070889,0.015383469,
6/28/22,23,23,1,0,CONMIN,control,0.361203565,0.014568247,0.098
6/28/22,23,23,2,1200,CONMIN,control,0.376274283,0.015176087,
6/28/22,23,23,3,2400,CONMIN,control,0.390935303,0.015767402,
6/28/22,23,23,4,3600,CONMIN,control,0.402206371,0.016221993,
6/28/22,24,24,1,0,CONMIN,drought,0.358903095,0.014450655,0.027
6/28/22,24,24,2,1200,CONMIN,drought,0.36718294,0.01478403,
6/28/22,24,24,3,2400,CONMIN,drought,0.368227821,0.0148261,
6/28/22,24,24,4,3600,CONMIN,drought,0.370107112,0.014901767,
7/5/22,1,1,1,0,CONMIN,control,0.379471718,0.014940825,0.348
7/5/22,1,1,2,1200,CONMIN,control,0.426264139,0.016783168,
7/5/22,1,1,3,2400,CONMIN,control,0.472337931,0.018597218,
7/5/22,1,1,4,3600,CONMIN,control,0.516369982,0.020330878,
7/5/22,2,2,1,0,CONMIN,drought,0.361648311,0.014130139,0.018
7/5/22,2,2,2,1200,CONMIN,drought,0.367003841,0.014339387,
7/5/22,2,2,3,2400,CONMIN,drought,0.368086519,0.014381689,
7/5/22,2,2,4,3600,CONMIN,drought,0.369183712,0.014424558,
7/5/22,3,3,1,0,BIODYN,control,0.363777497,0.014322901,0.043
7/5/22,3,3,2,1200,BIODYN,control,0.368864002,0.01452317,
7/5/22,3,3,3,2400,BIODYN,control,0.375701089,0.014792365,
7/5/22,3,3,4,3600,BIODYN,control,0.380205476,0.014969715,
7/5/22,4,4,1,0,BIODYN,drought,0.360856207,0.01409919,0.019
7/5/22,4,4,2,1200,BIODYN,drought,0.363326958,0.014195726,
7/5/22,4,4,3,2400,BIODYN,drought,0.365841213,0.014293962,
7/5/22,4,4,4,3600,BIODYN,drought,0.368246376,0.014387935,
7/5/22,5,5,1,0,CONFYM,control,0.360616393,0.01419844,0.099
7/5/22,5,5,2,1200,CONFYM,control,0.375454065,0.014782639,
7/5/22,5,5,3,2400,CONFYM,control,0.388523266,0.015297208,
7/5/22,5,5,4,3600,CONFYM,control,0.40363073,0.01589203,
7/5/22,6,6,1,0,CONFYM,drought,0.360289374,0.014077043,0.057
7/5/22,6,6,2,1200,CONFYM,drought,0.367701408,0.014366642,
7/5/22,6,6,3,2400,CONFYM,drought,0.375432269,0.014668699,
7/5/22,6,6,4,3600,CONFYM,drought,0.382784464,0.01495596,
7/5/22,7,7,1,0,CONFYM,control,0.362927284,0.014289426,0.044
7/5/22,7,7,2,1200,CONFYM,control,0.370876694,0.014602415,
7/5/22,7,7,3,2400,CONFYM,control,0.374037294,0.014726857,
7/5/22,7,7,4,3600,CONFYM,control,0.380249066,0.014971431,
7/5/22,8,8,1,0,CONFYM,drought,0.361800917,0.014136101,0.026
7/5/22,8,8,2,1200,CONFYM,drought,0.367548816,0.01436068,
7/5/22,8,8,3,2400,CONFYM,drought,0.373637686,0.014598582,
7/5/22,8,8,4,3600,CONFYM,drought,0.372322597,0.014547199,
7/5/22,9,9,1,0,CONMIN,control,0.358094664,0.014099152,0.102
7/5/22,9,9,2,1200,CONMIN,control,0.375214306,0.014773199,
7/5/22,9,9,3,2400,CONMIN,control,0.386561958,0.015219986,
7/5/22,9,9,4,3600,CONMIN,control,0.399106097,0.015713883,
7/5/22,10,10,1,0,CONMIN,drought,0.377284924,0.014741085,-0.010
7/5/22,10,10,2,1200,CONMIN,drought,0.366923911,0.014336264,
7/5/22,10,10,3,2400,CONMIN,drought,0.369401695,0.014433075,
7/5/22,10,10,4,3600,CONMIN,drought,0.371981105,0.014533856,
7/5/22,11,11,1,0,BIODYN,control,0.363348759,0.01430602,0.056
7/5/22,11,11,2,1200,BIODYN,control,0.368689614,0.014516304,
7/5/22,11,11,3,2400,BIODYN,control,0.376006234,0.014804379,
7/5/22,11,11,4,3600,BIODYN,control,0.385486847,0.015177656,
7/5/22,12,12,1,0,BIODYN,drought,0.360521921,0.014086129,0.008
7/5/22,12,12,2,1200,BIODYN,drought,0.362033459,0.014145187,
7/5/22,12,12,3,2400,BIODYN,drought,0.360907076,0.014101178,
7/5/22,12,12,4,3600,BIODYN,drought,0.364576831,0.01424456,
7/5/22,13,13,1,0,BIODYN,control,0.36145937,0.01423163,0.056
7/5/22,13,13,2,1200,BIODYN,control,0.367454354,0.014467668,
7/5/22,13,13,3,2400,BIODYN,control,0.373129091,0.014691098,
7/5/22,13,13,4,3600,BIODYN,control,0.385036457,0.015159923,
7/5/22,14,14,1,0,BIODYN,drought,0.360521921,0.014086129,0.011
7/5/22,14,14,2,1200,BIODYN,drought,0.362127929,0.014148878,
7/5/22,14,14,3,2400,BIODYN,drought,0.365601419,0.014284593,
7/5/22,14,14,4,3600,BIODYN,drought,0.364206232,0.014230081,
7/5/22,15,15,1,0,CONMIN,control,0.359867879,0.014168969,0.050
7/5/22,15,15,2,1200,CONMIN,control,0.367592413,0.014473104,
7/5/22,15,15,3,2400,CONMIN,control,0.373296201,0.014697678,
7/5/22,15,15,4,3600,CONMIN,control,0.381651175,0.015026636,
7/5/22,16,16,1,0,CONMIN,drought,0.365049161,0.014263015,0.013
7/5/22,16,16,2,1200,CONMIN,drought,0.363966431,0.014220711,
7/5/22,16,16,3,2400,CONMIN,drought,0.36652426,0.014320649,
7/5/22,16,16,4,3600,CONMIN,drought,0.370237289,0.014465723,
7/5/22,17,17,1,0,CONFYM,control,0.362680212,0.014279698,0.112
7/5/22,17,17,2,1200,CONFYM,control,0.378062298,0.014885332,
7/5/22,17,17,3,2400,CONFYM,control,0.396876356,0.015626092,
7/5/22,17,17,4,3600,CONFYM,control,0.409825304,0.016135927,
7/5/22,18,18,1,0,CONFYM,drought,0.360013222,0.014066253,0.078
7/5/22,18,18,2,1200,CONFYM,drought,0.377379372,0.014744775,
7/5/22,18,18,3,2400,CONFYM,drought,0.385101836,0.015046503,
7/5/22,18,18,4,3600,CONFYM,drought,0.394980656,0.015432483,
7/5/22,19,19,1,0,CONFYM,control,0.377219538,0.01485215,0.119
7/5/22,19,19,2,1200,CONFYM,control,0.383801502,0.0151113,
7/5/22,19,19,3,2400,CONFYM,control,0.403514531,0.015887455,
7/5/22,19,19,4,3600,CONFYM,control,0.423708518,0.016682547,
7/5/22,20,20,1,0,CONFYM,drought,0.360369312,0.014080166,0.083
7/5/22,20,20,2,1200,CONFYM,drought,0.373826592,0.014605962,
7/5/22,20,20,3,2400,CONFYM,drought,0.384767675,0.015033447,
7/5/22,20,20,4,3600,CONFYM,drought,0.395002446,0.015433335,
7/5/22,21,21,1,0,BIODYN,control,0.358719656,0.01412376,0.053
7/5/22,21,21,2,1200,BIODYN,control,0.365804881,0.014402724,
7/5/22,21,21,3,2400,BIODYN,control,0.37404456,0.014727143,
7/5/22,21,21,4,3600,BIODYN,control,0.380132827,0.014966854,
7/5/22,22,22,1,0,BIODYN,drought,0.360681797,0.014092376,0.040
7/5/22,22,22,2,1200,BIODYN,drought,0.370658716,0.014482189,
7/5/22,22,22,3,2400,BIODYN,drought,0.37410995,0.014617034,
7/5/22,22,22,4,3600,BIODYN,drought,0.376856275,0.014724337,
7/5/22,23,23,1,0,CONMIN,control,0.363087154,0.01429572,0.157
7/5/22,23,23,2,1200,CONMIN,control,0.380183682,0.014968856,
7/5/22,23,23,3,2400,CONMIN,control,0.404640199,0.015931775,
7/5/22,23,23,4,3600,CONMIN,control,0.429843313,0.01692409,
7/5/22,24,24,1,0,CONMIN,drought,0.359620795,0.014050921,
7/5/22,24,24,2,1200,CONMIN,drought,0.363653962,0.014208503,
7/5/22,24,24,3,2400,CONMIN,drought,0.359322839,0.014039279,
7/5/22,24,24,4,3600,CONMIN,drought,0.361619243,0.014129003,
7/15/22,1,1,1,0,CONMIN,control,0.32149397,0.012773683,0.201
7/15/22,1,1,2,1200,CONMIN,control,0.338224349,0.013438419,
7/15/22,1,1,3,2400,CONMIN,control,0.37168106,0.01476773,
7/15/22,1,1,4,3600,CONMIN,control,0.391317302,0.015547922,
7/15/22,2,2,1,0,CONMIN,drought,0.32149397,0.012773683,0.062
7/15/22,2,2,2,1200,CONMIN,drought,0.327932569,0.013029503,
7/15/22,2,2,3,2400,CONMIN,drought,0.33554725,0.013332052,
7/15/22,2,2,4,3600,CONMIN,drought,0.342737458,0.013617735,
7/15/22,3,3,1,0,BIODYN,control,0.321076476,0.012757095,0.050
7/15/22,3,3,2,1200,BIODYN,control,0.327090503,0.012996046,
7/15/22,3,3,3,2400,BIODYN,control,0.332182798,0.013198375,
7/15/22,3,3,4,3600,BIODYN,control,0.339943036,0.013506706,
7/15/22,4,4,1,0,BIODYN,drought,0.321930757,0.012791038,0.093
7/15/22,4,4,2,1200,BIODYN,drought,0.331288844,0.013162856,
7/15/22,4,4,3,2400,BIODYN,drought,0.344540801,0.013689386,
7/15/22,4,4,4,3600,BIODYN,drought,0.354549805,0.014087066,
7/15/22,5,5,1,0,CONFYM,control,0.329784136,0.01310307,0.532
7/15/22,5,5,2,1200,CONFYM,control,0.404793529,0.016083363,
7/15/22,5,5,3,2400,CONFYM,control,0.468758286,0.018624828,
7/15/22,5,5,4,3600,CONFYM,control,0.521690087,0.020727928,
7/15/22,6,6,1,0,CONFYM,drought,0.318944387,0.012672383,0.115
7/15/22,6,6,2,1200,CONFYM,drought,0.338494681,0.01344916,
7/15/22,6,6,3,2400,CONFYM,drought,0.350494535,0.013925941,
7/15/22,6,6,4,3600,CONFYM,drought,0.361439676,0.014360817,
7/15/22,7,7,1,0,CONFYM,control,0.320967289,0.012752757,0.034
7/15/22,7,7,2,1200,CONFYM,control,0.323523948,0.012854339,
7/15/22,7,7,3,2400,CONFYM,control,0.332292137,0.013202719,
7/15/22,7,7,4,3600,CONFYM,control,0.332259978,0.013201441,
7/15/22,8,8,1,0,CONFYM,drought,0.323042102,0.012835194,0.065
7/15/22,8,8,2,1200,CONFYM,drought,0.328954736,0.013070116,
7/15/22,8,8,3,2400,CONFYM,drought,0.335534382,0.013331541,
7/15/22,8,8,4,3600,CONFYM,drought,0.346814846,0.013779739,
7/15/22,9,9,1,0,CONMIN,control,0.325785795,0.012944207,0.164
7/15/22,9,9,2,1200,CONMIN,control,0.343394346,0.013643835,
7/15/22,9,9,3,2400,CONMIN,control,0.36339536,0.01443852,
7/15/22,9,9,4,3600,CONMIN,control,0.38468324,0.015284336,
7/15/22,10,10,1,0,CONMIN,drought,0.318308725,0.012647126,0.090
7/15/22,10,10,2,1200,CONMIN,drought,0.327039082,0.012994003,
7/15/22,10,10,3,2400,CONMIN,drought,0.341874565,0.01358345,
7/15/22,10,10,4,3600,CONMIN,drought,0.350900622,0.013942076,
7/15/22,11,11,1,0,BIODYN,control,0.323157743,0.012839789,0.024
7/15/22,11,11,2,1200,BIODYN,control,0.325438766,0.012930419,
7/15/22,11,11,3,2400,BIODYN,control,0.327244768,0.013002175,
7/15/22,11,11,4,3600,BIODYN,control,0.332742372,0.013220608,
7/15/22,12,12,1,0,BIODYN,drought,0.318957229,0.012672893,0.050
7/15/22,12,12,2,1200,BIODYN,drought,0.326730562,0.012981745,
7/15/22,12,12,3,2400,BIODYN,drought,0.333353446,0.013244887,
7/15/22,12,12,4,3600,BIODYN,drought,0.336087749,0.013353527,
7/15/22,13,13,1,0,BIODYN,control,0.31889944,0.012670597,0.040
7/15/22,13,13,2,1200,BIODYN,control,0.322515318,0.012814264,
7/15/22,13,13,3,2400,BIODYN,control,0.325033917,0.012914333,
7/15/22,13,13,4,3600,BIODYN,control,0.335180503,0.01331748,
7/15/22,14,14,1,0,BIODYN,drought,0.320883794,0.01274944,0.057
7/15/22,14,14,2,1200,BIODYN,drought,0.331867652,0.013185853,
7/15/22,14,14,3,2400,BIODYN,drought,0.333308418,0.013243098,
7/15/22,14,14,4,3600,BIODYN,drought,0.343664844,0.013654582,
7/15/22,15,15,1,0,CONMIN,control,0.316151711,0.012561423,0.052
7/15/22,15,15,2,1200,CONMIN,control,0.317191626,0.012602741,
7/15/22,15,15,3,2400,CONMIN,control,0.327135496,0.012997834,
7/15/22,15,15,4,3600,CONMIN,control,0.334466359,0.013289106,
7/15/22,16,16,1,0,CONMIN,drought,0.324224281,0.012882165,0.098
7/15/22,16,16,2,1200,CONMIN,drought,0.335373526,0.013325149,
7/15/22,16,16,3,2400,CONMIN,drought,0.35131962,0.013958724,
7/15/22,16,16,4,3600,CONMIN,drought,0.356291118,0.014156253,
7/15/22,17,17,1,0,CONFYM,control,0.318295884,0.012646616,0.054
7/15/22,17,17,2,1200,CONFYM,control,0.323980121,0.012872464,
7/15/22,17,17,3,2400,CONFYM,control,0.332195661,0.013198886,
7/15/22,17,17,4,3600,CONFYM,control,0.339434474,0.0134865,
7/15/22,18,18,1,0,CONFYM,drought,0.318527027,0.0126558,0.176
7/15/22,18,18,2,1200,CONFYM,drought,0.342724578,0.013617223,
7/15/22,18,18,3,2400,CONFYM,drought,0.372701955,0.014808292,
7/15/22,18,18,4,3600,CONFYM,drought,0.386139104,0.015342181,
7/15/22,19,19,1,0,CONFYM,control,0.317840038,0.012628504,0.179
7/15/22,19,19,2,1200,CONFYM,control,0.337426278,0.01340671,
7/15/22,19,19,3,2400,CONFYM,control,0.363091975,0.014426466,
7/15/22,19,19,4,3600,CONFYM,control,0.382283171,0.015188976,
7/15/22,20,20,1,0,CONFYM,drought,0.320125956,0.012719329,0.119
7/15/22,20,20,2,1200,CONFYM,drought,0.333983863,0.013269935,
7/15/22,20,20,3,2400,CONFYM,drought,0.350836162,0.013939515,
7/15/22,20,20,4,3600,CONFYM,drought,0.36494472,0.01450008,
7/15/22,21,21,1,0,BIODYN,control,0.316870649,0.012589988,0.051
7/15/22,21,21,2,1200,BIODYN,control,0.322155583,0.012799971,
7/15/22,21,21,3,2400,BIODYN,control,0.330105631,0.013115844,
7/15/22,21,21,4,3600,BIODYN,control,0.335939752,0.013347647,
7/15/22,22,22,1,0,BIODYN,drought,0.325252404,0.012923014,0.109
7/15/22,22,22,2,1200,BIODYN,drought,0.334247624,0.013280415,
7/15/22,22,22,3,2400,BIODYN,drought,0.347762006,0.013817372,
7/15/22,22,22,4,3600,BIODYN,drought,0.36540958,0.01451855,
7/15/22,23,23,1,0,CONMIN,control,0.319920453,0.012711164,0.090
7/15/22,23,23,2,1200,CONMIN,control,0.325541588,0.012934504,
7/15/22,23,23,3,2400,CONMIN,control,0.341938957,0.013586009,
7/15/22,23,23,4,3600,CONMIN,control,0.354162893,0.014071694,
7/15/22,24,24,1,0,CONMIN,drought,0.322187702,0.012801247,0.087
7/15/22,24,24,2,1200,CONMIN,drought,0.333154038,0.013236964,
7/15/22,24,24,3,2400,CONMIN,drought,0.349482625,0.013885736,
7/15/22,24,24,4,3600,CONMIN,drought,0.35251871,0.014006366,
7/20/22,1,1,1,0,CONMIN,control,0.333064257,0.012940148,0.469
7/20/22,1,1,2,1200,CONMIN,control,0.384909324,0.014954423,
7/20/22,1,1,3,2400,CONMIN,control,0.446601374,0.01735127,
7/20/22,1,1,4,3600,CONMIN,control,0.505515502,0.019640191,
7/20/22,2,2,1,0,CONMIN,drought,0.332886613,0.012933246,0.045
7/20/22,2,2,2,1200,CONMIN,drought,0.335321145,0.013027832,
7/20/22,2,2,3,2400,CONMIN,drought,0.344094756,0.013368703,
7/20/22,2,2,4,3600,CONMIN,drought,0.347788429,0.013512209,
7/20/22,3,3,1,0,BIODYN,control,0.327959347,0.012741813,0.087
7/20/22,3,3,2,1200,BIODYN,control,0.339256571,0.013180731,
7/20/22,3,3,3,2400,BIODYN,control,0.348539104,0.013541374,
7/20/22,3,3,4,3600,BIODYN,control,0.361028393,0.014026605,
7/20/22,4,4,1,0,BIODYN,drought,0.332755026,0.012928134,0.028
7/20/22,4,4,2,1200,BIODYN,drought,0.336683311,0.013080755,
7/20/22,4,4,3,2400,BIODYN,drought,0.34140233,0.013264097,
7/20/22,4,4,4,3600,BIODYN,drought,0.342554298,0.013308853,
7/20/22,5,5,1,0,CONFYM,control,0.335288244,0.013026554,0.060
7/20/22,5,5,2,1200,CONFYM,control,0.340112212,0.013213974,
7/20/22,5,5,3,2400,CONFYM,control,0.350066888,0.013600731,
7/20/22,5,5,4,3600,CONFYM,control,0.356712867,0.013858939,
7/20/22,6,6,1,0,CONFYM,drought,0.330518197,0.012841229,0.054
7/20/22,6,6,2,1200,CONFYM,drought,0.342903194,0.013322409,
7/20/22,6,6,3,2400,CONFYM,drought,0.349447857,0.013576681,
7/20/22,6,6,4,3600,CONFYM,drought,0.350745211,0.013627085,
7/20/22,7,7,1,0,CONFYM,control,0.331787892,0.012890559,0.063
7/20/22,7,7,2,1200,CONFYM,control,0.350942785,0.013634761,
7/20/22,7,7,3,2400,CONFYM,control,0.347953048,0.013518605,
7/20/22,7,7,4,3600,CONFYM,control,0.360171799,0.013993325,
7/20/22,8,8,1,0,CONFYM,drought,0.332787922,0.012929412,0.032
7/20/22,8,8,2,1200,CONFYM,drought,0.337426952,0.013109647,
7/20/22,8,8,3,2400,CONFYM,drought,0.340052974,0.013211672,
7/20/22,8,8,4,3600,CONFYM,drought,0.345115216,0.01340835,
7/20/22,9,9,1,0,CONMIN,control,0.333301118,0.012949351,0.055
7/20/22,9,9,2,1200,CONMIN,control,0.352951576,0.013712806,
7/20/22,9,9,3,2400,CONMIN,control,0.350264455,0.013608407,
7/20/22,9,9,4,3600,CONMIN,control,0.356805097,0.013862523,
7/20/22,10,10,1,0,CONMIN,drought,0.331840523,0.012892604,0.051
7/20/22,10,10,2,1200,CONMIN,drought,0.337005771,0.013093283,
7/20/22,10,10,3,2400,CONMIN,drought,0.347979387,0.013519628,
7/20/22,10,10,4,3600,CONMIN,drought,0.349889079,0.013593823,
7/20/22,11,11,1,0,BIODYN,control,0.330689238,0.012847874,0.045
7/20/22,11,11,2,1200,BIODYN,control,0.338164043,0.013138284,
7/20/22,11,11,3,2400,BIODYN,control,0.342725453,0.013315503,
7/20/22,11,11,4,3600,BIODYN,control,0.34834814,0.013533955,
7/20/22,12,12,1,0,BIODYN,drought,0.328860493,0.012776824,0.020
7/20/22,12,12,2,1200,BIODYN,drought,0.331070799,0.012862699,
7/20/22,12,12,3,2400,BIODYN,drought,0.331123429,0.012864743,
7/20/22,12,12,4,3600,BIODYN,drought,0.336591181,0.013077176,
7/20/22,13,13,1,0,BIODYN,control,0.328235606,0.012752546,0.072
7/20/22,13,13,2,1200,BIODYN,control,0.334722351,0.013004568,
7/20/22,13,13,3,2400,BIODYN,control,0.350830826,0.013630411,
7/20/22,13,13,4,3600,BIODYN,control,0.354506065,0.013773201,
7/20/22,14,14,1,0,BIODYN,drought,0.333978822,0.012975681,0.016
7/20/22,14,14,2,1200,BIODYN,drought,0.336571439,0.013076409,
7/20/22,14,14,3,2400,BIODYN,drought,0.336295051,0.01306567,
7/20/22,14,14,4,3600,BIODYN,drought,0.340750677,0.013238779,
7/20/22,15,15,1,0,CONMIN,control,0.331616839,0.012883913,0.031
7/20/22,15,15,2,1200,CONMIN,control,0.337683615,0.013119619,
7/20/22,15,15,3,2400,CONMIN,control,0.341751204,0.013277652,
7/20/22,15,15,4,3600,CONMIN,control,0.34350884,0.013345939,
7/20/22,16,16,1,0,CONMIN,drought,0.32953145,0.012802892,0.102
7/20/22,16,16,2,1200,CONMIN,drought,0.349928592,0.013595358,
