ASVid;Order;Clade;Sub_Clade;Sub_Clade2;Taxonomy
ASV_488;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.2.2;Ca.Nitrosotaleales (NT-Alpha-1.1.2.2);NT-Alpha-1.1.2.2-JN179533
ASV_489;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_490;Ca.Nitrosotaleales;NT-Beta;NT-Beta;Ca.Nitrosotaleales (NT-Beta);NT-Beta_OTU5_1-KJ864008
ASV_491;Nitrososphaerales;NS-Delta;NS-Delta-2.2.2;Nitrososphaerales (NS-Delta-2.2.2);NS-Delta-2.2.2_OTU2_1-KJ496888
ASV_492;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_493;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_494;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_495;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_496;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_497;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.1.1;Ca.Nitrosotaleales (NT-Alpha-1.1.1.1);NT-Alpha-1.1.1.1-GQ142536
ASV_498;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_499;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_500;Nitrosopumilales;NP-Eta;NP-Eta-1.2.1;Nitrosopumilales (NP-Eta-1.2.1);NP-Eta-1.2.1_OTU12_1-JQ403764
ASV_501;Nitrososphaerales;NS-Delta;NS-Delta-2.1;Nitrososphaerales (NS-Delta-2.1);NS-Delta-2.1_OTU5_1-KC559234
ASV_502;Nitrososphaerales;NS-Beta;NS-Beta-1;Nitrososphaerales (NS-Beta-1);NS-Beta-1_OTU10_1-EU671395
ASV_503;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_504;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU3_1-EU590277
ASV_505;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_506;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_507;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_508;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_509;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_510;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_511;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_512;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU7_1-KF877801
ASV_513;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_514;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_515;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_516;Nitrosopumilales;NP-Gamma;NP-Gamma-2.2.5;Nitrosopumilales (NP-Gamma-2.2.5);NP-Gamma-2.2.5_OTU2_1-HQ168103
ASV_517;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_518;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_519;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_520;Nitrososphaerales;NS-Beta;NS-Beta-2.1;Nitrososphaerales (NS-Beta-2.1);NS-Beta-2.1_OTU1_1-FJ601605
ASV_521;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_522;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_523;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_524;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_525;Nitrososphaerales;NS-Delta;NS-Delta-2.1;Nitrososphaerales (NS-Delta-2.1);NS-Delta-2.1_OTU5_1-KC559234
ASV_526;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_527;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.3.1;Nitrososphaerales (NS-Alpha-3.2.3.1);NS-Alpha-3.2.3.1-KF754141
ASV_528;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.2.3;Nitrososphaerales (NS-Gamma-2.3.2.3);NS-Gamma-2.3.2.3-EU667863
ASV_529;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_530;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_531;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_532;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_533;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_534;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1.2.2;Nitrososphaerales (NS-Gamma-2.1.2.2);NS-Gamma-2.1.2.2-HQ007740
ASV_535;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_536;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_537;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_538;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_539;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_540;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_541;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_542;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_543;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_544;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU5_1-KJ496887
ASV_545;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_546;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_547;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU7_1-JN179951
ASV_548;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_549;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_550;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_551;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_552;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_553;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_554;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_555;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_556;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_557;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_558;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_559;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_560;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_561;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.3.1;Nitrososphaerales (NS-Alpha-3.2.3.1);NS-Alpha-3.2.3.1-AB465037
ASV_562;Nitrosopumilales;NP-Gamma;NP-Gamma-2.2.5;Nitrosopumilales (NP-Gamma-2.2.5);NP-Gamma-2.2.5_OTU2_1-HQ168103
ASV_563;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_564;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_565;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_566;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_567;Nitrososphaerales;NS-Beta;NS-Beta-1;Nitrososphaerales (NS-Beta-1);NS-Beta-1_OTU10_1-EU671395
ASV_568;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_569;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_570;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU6_1-JX509650
ASV_571;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_572;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_573;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_574;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_575;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_576;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU5_1-KJ496887
ASV_577;Nitrososphaerales;NS-Delta;NS-Delta-2.1;Nitrososphaerales (NS-Delta-2.1);NS-Delta-2.1_OTU5_1-KC559234
ASV_578;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_579;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3;Nitrososphaerales (NS-Gamma-2.3);NS-Gamma-2.3_OTU2_1-KC962894
ASV_580;Nitrosopumilales;NP-Gamma;NP-Gamma-2.2.5;Nitrosopumilales (NP-Gamma-2.2.5);NP-Gamma-2.2.5_OTU2_1-HQ168103
ASV_581;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_582;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_583;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_584;Nitrososphaerales;NS-Delta;NS-Delta-2.2.2;Nitrososphaerales (NS-Delta-2.2.2);NS-Delta-2.2.2_OTU2_1-KJ496888
ASV_585;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_586;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_587;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_588;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_589;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_590;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_591;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.1.3;Nitrososphaerales (NS-Alpha-3.1.1.3);NS-Alpha-3.1.1.3-JN688223
ASV_592;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_593;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_594;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_595;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_596;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_597;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU2_1-KC469632
ASV_598;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_599;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_600;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_601;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_602;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_603;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_604;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_605;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU2_1-KC469632
ASV_606;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_607;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_608;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU6_1-EU590133
ASV_609;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_610;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU6_1-EU590133
ASV_611;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_612;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU2_1-KC469632
ASV_613;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_614;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_615;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.3.1;Nitrososphaerales (NS-Alpha-3.2.3.1);NS-Alpha-3.2.3.1-KF754141
ASV_616;Nitrososphaerales;NS-Delta;NS-Delta-2.2.1;Nitrososphaerales (NS-Delta-2.2.1);NS-Delta-2.2.1_OTU4_1-EU671116
ASV_617;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_618;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_619;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_620;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_621;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_622;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU2_1-KC469632
ASV_623;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_624;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_625;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_626;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_627;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU7_1-KF877801
ASV_628;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU7_1-KF877801
ASV_629;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_630;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU7_1-KF877801
ASV_631;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_632;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_633;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_634;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_635;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_636;Nitrososphaerales;NS-Beta;NS-Beta-1;Nitrososphaerales (NS-Beta-1);NS-Beta-1_OTU10_1-EU671395
ASV_637;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU5_1-KJ496887
ASV_638;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.1.3;Nitrososphaerales (NS-Alpha-3.1.1.3);NS-Alpha-3.1.1.3-JN688223
ASV_639;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.1;Nitrososphaerales (NS-Gamma-2.2.1.1);NS-Gamma-2.2.1.1-JQ638747
ASV_640;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1;Nitrososphaerales (NS-Gamma-2.2.1);NS-Gamma-2.2.1_OTU8_1-KF709701
ASV_641;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_642;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_643;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_644;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_645;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_646;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
